1	33738,07	24088,46407	8101,897781	3118,755525	1006,711018	533,0138376	340,0759895	232,6350368	195,034663	197,337925	205,0058656	196,997996	170,5148059	153,6780147	153,2771008	0	
1	64510,21511	56109,98849	16436,80603	3059,790504	1112,140898	591,6324416	413,124728	312,2901746	230,0992872	184,4980651	155,7564878	152,4125249	148,9228236	145,5450962	137,5597107	0	
1	74816,68088	58655,37397	17375,90501	4021,21	1911,041989	1062,190868	549,8000449	353,5616618	294,2116427	273,9653468	255,6380038	342,4674436	411,2399073	623,0850925	620,3658128	0	
1	32809,55134	22066,91291	4439,389561	766,9764179	374,2778041	253,1008314	198,7204522	149,9853453	142,0173219	209,8971313	263,0003677	376,4885382	579,8170118	706,1843578	559,8857931	0	
1	13446,1169	10306,21418	4532,391738	1955,801408	924,0216449	457,8428033	333,3092054	248,0786752	187,8026007	172,435219	185,4104904	201,9229498	183,5329443	176,4801866	159,611547	0	
1	7191,757701	5966,70216	2082,540667	752,1124474	412,2938976	286,4564229	203,7736826	134,5334127	151,1087669	198,2178246	206,4121376	229,4622373	300,0404229	403,857733	389,1003545	0	
1	204742,3598	165106,8312	62167,1886	13706,16617	5789,456886	2675,085156	1689,450144	1470,555575	1128,572898	819,5927837	690,0091534	633,5192796	601,1827053	577,1250345	601,301254	0	
1	31804,8162	22990,53408	5950,032427	1561,542113	718,9088856	367,4967801	239,5530504	214,1154983	185,765575	253,3276611	351,5654139	469,5532601	558,0144512	622,208639	1084,867899	0	
1	15769,16776	13993,43126	5453,218472	1445,400396	587,625616	398,9244874	268,4928964	204,4587358	197,3013188	188,8391912	167,4012136	163,7084358	162,4795063	135,7826032	138,1138385	0	
1	87823,88232	79138,08419	22922,08962	4298,51163	1662,622986	797,201029	448,679378	272,1369417	204,4888796	159,9244679	127,906175	132,7533399	179,7370449	249,57921	223,9938803	0	
1	18994,53096	15142,52894	5723,994946	1978,579186	762,4505258	559,622743	352,68381	256,8481802	219,5063971	187,4307075	188,4423086	194,2469581	182,9219977	156,3132077	156,7691551	0	
1	56494,57931	48533,22812	15117,4183	3311,538171	1283,894286	618,1400159	387,6869888	261,6200564	194,1506857	148,6218352	134,3492065	117,7107686	106,0049731	112,0146121	140,0012251	0	
1	21418,51479	17714,88341	5142,779708	1582,412666	869,3388253	567,4249625	430,5955259	307,9071222	246,5159248	221,937799	218,9710351	220,9610527	199,2722322	189,2152469	155,8355878	0	
1	8029,167496	6988,654126	2667,612842	806,0935201	493,8767381	312,6127545	201,704616	156,879246	149,9489525	134,8981972	161,645249	168,586355	135,1625514	103,6962503	83,14092624	0	
1	26063,7267	24224,39215	13975,35527	8624,366974	5894,905927	1851,150173	1479,625097	1353,964515	880,069969	729,2723372	712,812645	727,1519077	748,365887	765,3876809	780,5773942	0	
1	22669,32805	17024,90393	5263,6706	1623,055224	750,0632041	424,3374743	264,2979145	193,8976828	152,260831	148,2352881	141,2958528	156,7807598	168,1126176	269,2034285	265,3508524	0	
1	36621,22171	28431,34602	9175,562746	2313,327474	1096,384857	603,252765	382,8325384	328,4214114	246,5000904	211,7077069	197,8391569	208,9835813	236,8350791	265,3359211	267,3729411	0	
1	38636,01154	29338,24482	11693,87675	4668,865945	1785,832599	1229,832888	826,7043207	579,6944159	471,9663166	428,2340121	499,2733821	586,4533145	603,4945517	683,7716399	770,7040781	0	
1	20010,71211	19479,16192	7272,267238	1333,770473	619,1085819	451,1193751	414,2890178	380,6269021	414,0916453	468,0688834	478,4428687	535,777885	632,3812194	688,7329245	680,9576871	0	
1	64702,36914	52043,11534	19941,91617	6441,824063	3196,767268	1980,99975	1232,616006	770,898666	579,9665727	524,2904854	427,1221661	413,2137933	410,1413377	354,4943108	292,4738414	0	
1	33567,31938	32328,80675	16788,17752	5579,400793	2229,054821	1295,925192	748,303932	517,5530003	395,4451656	390,0460882	487,6933548	552,50861	679,7428154	995,1673842	1230,661923	0	
1	44129,69389	32867,81961	9019,210447	2094,448765	803,0982542	385,3869314	273,715407	215,6218681	220,1981912	229,9902297	215,3466879	214,0982758	219,6713405	250,1228881	291,5854217	0	
1	13303,80541	10161,6632	2868,98143	1162,898836	1019,799478	920,4580126	885,7247881	876,6962094	842,1190859	802,1847361	781,6594421	659,5027626	468,214936	319,3803307	218,6546296	0	
1	18200,7051	13922,45102	4817,723666	1853,668839	759,5720543	452,9435667	270,6276626	198,3635396	172,1806303	203,0898536	219,0191762	262,0297282	230,2126209	166,193239	110,4941312	0	
1	13019,7145	9933,348713	3257,694365	1049,514782	361,226868	195,5844895	137,2467379	106,6790514	104,8568174	125,623071	124,9130997	151,477958	180,6815351	207,3165243	219,5497348	0	
1	38272,9446	34974,01855	11356,39405	2666,559763	1221,018507	512,7459137	388,1514972	400,7777478	346,4123553	355,2047624	353,0287116	561,1712535	596,8494565	688,0773709	723,6472851	0	
1	56516,66446	54407,43289	20258,02327	5022,606747	1629,349684	757,3722056	480,4821732	338,1690353	265,2060292	250,206857	240,5234364	243,8776317	250,1856902	276,1572646	308,9820223	0	
1	5150,692717	4377,73797	1986,977343	700,5395972	323,7043981	202,08473	134,2685433	105,0778322	95,37462935	95,50618833	99,39716042	126,988292	181,9640773	301,8287977	404,8091404	0	
